Nome da Origem;Player;Nacionality;Position.1;Position.2;Age;Playing Time MP;Playing Time Starts;Playing Time Min;Playing Time 90s;Performance Gls;Performance Ast;Performance G+A;Performance G-PK;Performance PK;Performance PKatt;Performance CrdY;Performance CrdR;Expected xG;Expected npxG;Expected xAG;Expected npxG+xAG;Progression PrgC;Progression PrgP;Progression PrgR;Per 90 Minutes Gls;Per 90 Minutes Ast;Per 90 Minutes G+A;Per 90 Minutes G-PK;Per 90 Minutes G+A-PK;Per 90 Minutes xG;Per 90 Minutes xAG;Per 90 Minutes xG+xAG;Per 90 Minutes npxG;Per 90 Minutes npxG+xAG
tabela_Cuiabá.xlsx;Fernando Sobral;br BRA;MF;;29;33;22;2001;22,2;1;2;3;0;1;1;7;0;1,3;0,6;2,5;3;28;115;61;0,04;0,09;0,13;0;0,09;0,06;0,11;0,17;0,03;0,14
tabela_Cuiabá.xlsx;Bruno Fabiano Alves;br BRA;DF;;32;28;21;2015;22,4;1;0;1;1;0;0;3;0;0,9;0,9;0;0,9;11;42;3;0,04;0;0,04;0,04;0,04;0,04;0;0,04;0,04;0,04
tabela_Cuiabá.xlsx;Max;br BRA;MF;;22;23;16;1217;13,5;1;0;1;1;0;0;3;0;1,1;1,1;1,5;2,6;20;58;50;0,07;0;0,07;0,07;0,07;0,08;0,11;0,19;0,08;0,19
tabela_Cuiabá.xlsx;Derik Lacerda;br BRA;FW;MF;24;27;15;1420;15,8;4;0;4;4;0;0;8;0;3,3;3,3;2,1;5,4;36;24;79;0,25;0;0,25;0,25;0,25;0,21;0,13;0,34;0,21;0,34
tabela_Cuiabá.xlsx;Jonathan Cafu;br BRA;FW;MF;32;28;14;1392;15,5;1;2;3;1;0;0;3;0;2,3;2,3;1,2;3,5;39;43;125;0,06;0,13;0,19;0,06;0,19;0,15;0,08;0,23;0,15;0,23
tabela_Cuiabá.xlsx;Lucas Fernandes;br BRA;MF;FW;26;21;11;1039;11,5;1;1;2;1;0;0;3;0;0,8;0,8;0,7;1,5;16;45;31;0,09;0,09;0,17;0,09;0,17;0,07;0,06;0,13;0,07;0,13
tabela_Cuiabá.xlsx;Railan;br BRA;DF;MF;23;23;10;1201;13,3;0;3;3;0;0;0;4;0;0,3;0,3;0,6;0,9;38;49;69;0;0,22;0,22;0;0,22;0,02;0,04;0,07;0,02;0,07
tabela_Cuiabá.xlsx;Filipe Augusto;br BRA;MF;;30;19;9;844;9,4;0;0;0;0;0;0;6;0;0,3;0,3;0,1;0,4;5;32;6;0;0;0;0;0;0,03;0,01;0,04;0,03;0,04
tabela_Cuiabá.xlsx;Gustavo Sauer;br BRA;FW;MF;30;11;7;503;5,6;0;0;0;0;0;0;0;0;0,5;0,5;0,2;0,7;8;12;26;0;0;0;0;0;0,08;0,04;0,12;0,08;0,12
tabela_Cuiabá.xlsx;Rikelme;br BRA;DF;;20;8;5;497;5,5;0;0;0;0;0;0;0;0;0,1;0,1;0,1;0,2;4;10;14;0;0;0;0;0;0,01;0,02;0,03;0,01;0,03
tabela_Cuiabá.xlsx;Juan Pablo;br BRA;DF;;21;4;4;341;3,8;0;0;0;0;0;0;1;0;0,2;0,2;0;0,2;3;17;13;0;0;0;0;0;0,04;0;0,04;0,04;0,04
tabela_Cuiabá.xlsx;Eliel Chrystian;br BRA;FW;MF;21;23;3;510;5,7;2;0;2;2;0;0;2;0;2,2;2,2;0,1;2,3;8;4;30;0,35;0;0,35;0,35;0,35;0,39;0,01;0,4;0,39;0,4
tabela_Cuiabá.xlsx;Gabriel Knesowitsch;br BRA;DF;;20;5;3;288;3,2;0;0;0;0;0;0;1;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0
tabela_Cuiabá.xlsx;André Luis;br BRA;FW;MF;26;20;2;499;5,5;0;0;0;0;0;0;3;0;0,5;0,5;0,2;0,7;7;15;47;0;0;0;0;0;0,09;0,03;0,12;0,09;0,12
tabela_Cuiabá.xlsx;Deyverson;br BRA;FW;;32;4;2;220;2,4;1;0;1;1;0;0;0;0;0,9;0,9;0,1;0,9;2;6;7;0,41;0;0,41;0,41;0,41;0,36;0,02;0,39;0,36;0,39
tabela_Cuiabá.xlsx;Mateus Pasinato;br BRA;GK;;31;2;2;180;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tabela_Cuiabá.xlsx;Jadson;br BRA;FW;MF;18;7;1;149;1,7;0;0;0;0;0;0;0;0;0,4;0,4;0;0,4;4;1;16;0;0;0;0;0;0,22;0;0,22;0,22;0,22
tabela_Cuiabá.xlsx;Allyson Aires dos Santos;br BRA;DF;;33;1;1;90;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
tabela_Cuiabá.xlsx;Guilherme Madruga;br BRA;MF;FW;23;6;0;104;1,2;0;1;1;0;0;0;2;0;0,2;0,2;0,6;0,9;1;8;4;0;0,87;0,87;0;0,87;0,22;0,55;0,77;0,22;0,77
tabela_Cuiabá.xlsx;Luciano Giménez;ar ARG;FW;MF;23;6;0;73;0,8;0;0;0;0;0;0;0;1;0,1;0,1;0;0,1;0;0;4;0;0;0;0;0;0,12;0;0,12;0,12;0,12
tabela_Cuiabá.xlsx;Eduardo Vinícius;br BRA;MF;;18;2;0;19;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0,07;0,07;0;0,07
tabela_Cuiabá.xlsx;David;br BRA;MF;FW;16;5;0;13;0,1;0;0;0;0;0;0;0;0;0,1;0,1;0;0,2;0;0;1;0;0;0;0;0;0,96;0,2;1,16;0,96;1,16
tabela_Cuiabá.xlsx;Kauan;br BRA;FW;MF;18;1;0;7;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0
tabela_Cuiabá.xlsx;Marcelo Henrique;br BRA;DF;;18;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Cuiabá.xlsx;Hernandes;br BRA;DF;;18;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Cuiabá.xlsx;Felipe Lopes;br BRA;GK;;18;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Cuiabá.xlsx;Luisão;br BRA;DF;;18;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Cuiabá.xlsx;Rhyan;br BRA;GK;;18;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Cuiabá.xlsx;Tarcísio;br BRA;DF;;20;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Cuiabá.xlsx;Gabryel Vinicius;br BRA;FW;;21;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Cuiabá.xlsx;Squad Total;;;;27,8;38;418;3420;38;28;16;44;24;4;5;107;1;31,9;28;20,9;48,9;486;1123;1106;0,74;0,42;1,16;0,63;1,05;0,84;0,55;1,39;0,74;1,29
tabela_Cuiabá.xlsx;Opponent Total;;;;27,5;38;418;3420;38;49;34;83;43;6;7;77;6;49,4;43,9;35,8;79,7;641;1832;1811;1,29;0,89;2,18;1,13;2,03;1,3;0,94;2,24;1,16;2,1
tabela_Flamengo.xlsx;Agustín Rossi;ar ARG;GK;;28;35;35;3150;35;0;0;0;0;0;0;1;0;0;0;0,1;0,1;0;3;0;0;0;0;0;0;0;0;0;0;0
tabela_Flamengo.xlsx;Ayrton Lucas;br BRA;DF;;26;32;29;2393;26,6;3;3;6;3;0;0;3;0;1,6;1,6;2,1;3,7;60;106;133;0,11;0,11;0,23;0,11;0,23;0,06;0,08;0,14;0,06;0,14
tabela_Flamengo.xlsx;Gerson;br BRA;MF;FW;26;32;27;2457;27,3;3;6;9;3;0;0;3;0;2,3;2,3;3,7;6;71;181;186;0,11;0,22;0,33;0,11;0,33;0,08;0,14;0,22;0,08;0,22
tabela_Flamengo.xlsx;Fabrício Bruno;br BRA;DF;;27;28;26;2310;25,7;1;0;1;1;0;0;6;0;0,7;0,7;0,2;0,9;11;115;6;0,04;0;0,04;0,04;0,04;0,03;0,01;0,04;0,03;0,04
tabela_Flamengo.xlsx;Wesley;br BRA;DF;;20;31;25;2344;26;0;2;2;0;0;0;1;0;1,3;1,3;2,4;3,6;68;96;233;0;0,08;0,08;0;0,08;0,05;0,09;0,14;0,05;0,14
tabela_Flamengo.xlsx;Bruno Henrique;br BRA;FW;MF;33;29;24;2070;23;6;1;7;5;1;1;6;0;6,4;5,7;1,9;7,6;70;62;167;0,26;0,04;0,3;0,22;0,26;0,28;0,08;0,36;0,25;0,33
tabela_Flamengo.xlsx;Léo Pereira;br BRA;DF;;28;28;21;2023;22,5;0;0;0;0;0;0;6;0;0,7;0,7;1;1,6;20;142;27;0;0;0;0;0;0,03;0,04;0,07;0,03;0,07
tabela_Flamengo.xlsx;Leo Ortiz;br BRA;DF;MF;28;25;21;1878;20,9;1;2;3;1;0;0;2;0;1,1;1,1;1,2;2,3;16;138;10;0,05;0,1;0,14;0,05;0,14;0,05;0,06;0,11;0,05;0,11
tabela_Flamengo.xlsx;David Luiz;br BRA;DF;;36;23;21;1756;19,5;3;0;3;3;0;1;5;0;1,9;1,1;0,4;1,5;32;104;6;0,15;0;0,15;0,15;0,15;0,1;0,02;0,12;0,06;0,08
tabela_Flamengo.xlsx;Erick Pulgar;cl CHI;MF;;30;23;21;1750;19,4;0;3;3;0;0;0;7;1;1;0,9;1,8;2,7;12;110;20;0;0,15;0,15;0;0,15;0,05;0,09;0,14;0,05;0,14
tabela_Flamengo.xlsx;Pedro;br BRA;FW;;26;21;19;1653;18,4;11;5;16;7;4;5;3;0;10,6;6,7;2,2;8,8;16;36;74;0,6;0,27;0,87;0,38;0,65;0,58;0,12;0,7;0,36;0,48
tabela_Flamengo.xlsx;Allan;br BRA;MF;;26;24;16;1412;15,7;0;0;0;0;0;0;7;1;0,3;0,3;0,5;0,8;16;75;10;0;0;0;0;0;0,02;0,03;0,05;0,02;0,05
tabela_Flamengo.xlsx;Luiz Araújo;br BRA;FW;MF;27;25;15;1566;17,4;4;5;9;4;0;0;3;0;3,1;3,1;4,6;7,7;54;74;126;0,23;0,29;0,52;0,23;0,52;0,18;0,27;0,44;0,18;0,44
tabela_Flamengo.xlsx;Guillermo Varela;uy URU;DF;;30;18;12;1038;11,5;1;0;1;1;0;0;2;0;0,2;0,2;1;1,3;14;24;50;0,09;0;0,09;0,09;0,09;0,02;0,09;0,11;0,02;0,11
tabela_Flamengo.xlsx;Nicolás De La Cruz;uy URU;MF;;26;15;11;1010;11,2;2;3;5;2;0;0;3;0;1,6;1,6;2,5;4,1;18;104;35;0,18;0,27;0,45;0,18;0,45;0,14;0,22;0,37;0,14;0,37
tabela_Flamengo.xlsx;Giorgian De Arrascaeta;uy URU;MF;;29;15;11;1007;11,2;5;5;10;5;0;0;2;0;2,2;2,2;2,7;4,8;19;80;91;0,45;0,45;0,89;0,45;0,89;0,2;0,24;0,43;0,2;0,43
tabela_Flamengo.xlsx;Everton Soares;br BRA;FW;;27;10;10;537;6;1;2;3;1;0;0;1;0;0,9;0,9;1,2;2,1;23;15;54;0,17;0,34;0,5;0,17;0,5;0,15;0,21;0,36;0,15;0,36
tabela_Flamengo.xlsx;Evertton;br BRA;MF;;20;16;8;803;8,9;1;0;1;1;0;0;3;0;0,9;0,9;0,2;1;9;41;5;0,11;0;0,11;0,11;0,11;0,1;0,02;0,12;0,1;0,12
tabela_Flamengo.xlsx;Carlos Alcaraz;ar ARG;MF;FW;21;14;8;751;8,3;2;1;3;0;2;2;1;1;3,3;1,4;0,6;2;26;39;42;0,24;0,12;0,36;0;0,12;0,39;0,07;0,46;0,17;0,23
tabela_Flamengo.xlsx;Lorran;br BRA;MF;FW;17;19;8;706;7,8;1;1;2;1;0;0;0;0;2;2;0,9;2,9;32;39;61;0,13;0,13;0,25;0,13;0,25;0,25;0,12;0,37;0,25;0,37
tabela_Flamengo.xlsx;Gonzalo Plata;ec ECU;FW;MF;23;11;8;684;7,6;1;0;1;1;0;0;1;0;1,6;1,6;1,9;3,5;25;27;68;0,13;0;0,13;0,13;0,13;0,21;0,25;0,46;0,21;0,46
tabela_Flamengo.xlsx;Matheus Gonçalves;br BRA;FW;MF;18;14;8;682;7,6;2;0;2;2;0;0;1;0;1,7;1,7;0,9;2,6;32;48;83;0,26;0;0,26;0,26;0,26;0,23;0,11;0,34;0,23;0,34
tabela_Flamengo.xlsx;Gabriel Barbosa;br BRA;FW;MF;27;19;7;754;8,4;4;1;5;2;2;2;2;0;5,2;3,6;0,9;4,5;17;24;42;0,48;0,12;0,6;0,24;0,36;0,62;0,11;0,73;0,43;0,54
tabela_Flamengo.xlsx;Michael;br BRA;FW;MF;27;12;6;653;7,3;4;1;5;4;0;0;0;0;3,6;3,6;1,5;5,1;25;19;104;0,55;0,14;0,69;0,55;0,69;0,5;0,2;0,7;0,5;0,7
tabela_Flamengo.xlsx;Alex Sandro;br BRA;DF;;33;8;5;512;5,7;0;1;1;0;0;0;1;0;0,4;0,4;1,7;2,1;18;37;44;0;0,18;0,18;0;0,18;0,06;0,3;0,37;0,06;0,37
tabela_Flamengo.xlsx;Carlinhos;br BRA;FW;;26;13;5;423;4,7;2;0;2;2;0;0;2;1;2,4;2,4;0,1;2,6;6;1;21;0,43;0;0,43;0,43;0,43;0,52;0,03;0,55;0,52;0,55
tabela_Flamengo.xlsx;Matías Viña;uy URU;DF;;26;9;4;422;4,7;0;0;0;0;0;0;1;0;0,3;0,3;0,6;0,8;7;15;37;0;0;0;0;0;0,05;0,12;0,18;0,05;0,18
tabela_Flamengo.xlsx;Matheus Cunha;br BRA;GK;;22;3;3;270;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tabela_Flamengo.xlsx;Igor;br BRA;MF;;20;3;2;76;0,8;0;0;0;0;0;0;1;0;0;0;0,2;0,2;2;4;0;0;0;0;0;0;0;0,23;0,23;0;0,23
tabela_Flamengo.xlsx;Victor Hugo;br BRA;FW;MF;19;10;1;262;2,9;0;0;0;0;0;0;1;0;0,2;0,2;0,2;0,4;8;12;17;0;0;0;0;0;0,08;0,06;0,14;0,08;0,14
tabela_Flamengo.xlsx;Cleiton;br BRA;DF;;20;4;1;98;1,1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0,04;0;0,04;0,04;0,04
tabela_Flamengo.xlsx;Werton;br BRA;MF;FW;20;2;0;49;0,5;0;0;0;0;0;0;0;0;0,1;0,1;0;0,1;1;1;3;0;0;0;0;0;0,1;0;0,1;0,1;0,1
tabela_Flamengo.xlsx;Guilherme;br BRA;MF;;17;1;0;34;0,4;1;0;1;1;0;0;0;0;0,5;0,5;0;0,5;1;0;1;2,65;0;2,65;2,65;2,65;1,28;0;1,28;1,28;1,28
tabela_Flamengo.xlsx;Wallace;br BRA;MF;FW;18;1;0;16;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0,16;0;0,16;0,16;0,16
tabela_Flamengo.xlsx;Felipe Teresa;br BRA;MF;FW;18;1;0;5;0,1;1;0;1;1;0;0;0;0;0,3;0,3;0;0,3;0;0;0;18;0;18;18;18;5,52;0;5,52;5,52;5,52
tabela_Flamengo.xlsx;João Victor;br BRA;DF;;17;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tabela_Flamengo.xlsx;Ogundana Shola;ng NGA;MF;;18;1;0;2;0;0;0;0;0;0;0;0;0;0,1;0,1;0;0,1;0;0;1;0;0;0;0;0;2,49;0;2,49;2,49;2,49
tabela_Flamengo.xlsx;Daniel Sales;br BRA;DF;;17;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tabela_Flamengo.xlsx;Ainoã;br BRA;DF;;18;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Flamengo.xlsx;João Alves;br BRA;MF;;18;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Flamengo.xlsx;Luis Aucélio;br BRA;MF;;17;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Flamengo.xlsx;Caio Barone;br BRA;GK;;17;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Flamengo.xlsx;João Carbone;br BRA;DF;;19;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Flamengo.xlsx;Francisco Dyogo;br BRA;GK;;20;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Flamengo.xlsx;Fabiano;br BRA;MF;;18;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Flamengo.xlsx;Caio Garcia;br BRA;MF;;19;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Flamengo.xlsx;Iago;br BRA;DF;;18;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Flamengo.xlsx;Da Mata;br BRA;DF;;17;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Flamengo.xlsx;Pedrinho;br BRA;FW;;17;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Flamengo.xlsx;Rayan;br BRA;MF;;19;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Flamengo.xlsx;Lucas Furtado dos Santos;br BRA;MF;;18;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Flamengo.xlsx;Zé Welinton;br BRA;DF;;20;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Flamengo.xlsx;Weliton;cl CHI;FW;;18;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Flamengo.xlsx;Squad Total;;;;27,3;38;418;3420;38;60;42;102;51;9;11;75;4;56,4;47,7;38,9;86,6;729;1774;1758;1,58;1,11;2,68;1,34;2,45;1,48;1,02;2,51;1,26;2,28
tabela_Flamengo.xlsx;Opponent Total;;;;27,7;38;418;3420;38;41;32;73;39;2;5;102;12;40,2;36,2;27,8;64;495;1145;1131;1,08;0,84;1,92;1,03;1,87;1,06;0,73;1,79;0,95;1,68
tabela_Fluminense.xlsx;Fábio;br BRA;GK;;43;;37;3330;37;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tabela_Fluminense.xlsx;Martinelli;br BRA;MF;DF;22;;34;2644;29,4;1;1;2;1;0;0;9;0;1;1;0,9;1,8;29;121;35;0,03;0,03;0,07;0,03;0,07;0,04;0,03;0,07;0,03;0,06
tabela_Fluminense.xlsx;Samuel Xavier;br BRA;DF;;33;;32;2750;30,6;0;2;2;0;0;0;5;0;0,7;0,7;2;2,7;66;142;101;0;0,07;0,07;0;0,07;0,02;0,07;0,09;0,02;0,09
tabela_Fluminense.xlsx;Ganso;br BRA;MF;;34;;29;2247;25;3;7;10;3;0;1;12;1;2,6;1,8;4;5,8;16;172;84;0,12;0,28;0,4;0,12;0,4;0,11;0,16;0,26;0,07;0,23
tabela_Fluminense.xlsx;Jhon Arias;co COL;FW;;26;;26;2376;26,4;7;3;10;7;0;2;6;0;6,7;5,1;3,4;8,5;94;92;215;0,27;0,11;0,38;0,27;0,38;0,25;0,13;0,38;0,19;0,32
tabela_Fluminense.xlsx;Thiago dos Santos;br BRA;DF;;34;;24;2143;23,8;0;0;0;0;0;0;9;0;1,1;1,1;0,1;1,1;13;67;3;0;0;0;0;0;0,05;0;0,05;0,05;0,05
tabela_Fluminense.xlsx;Diogo Barbosa;br BRA;DF;;31;;20;1849;20,5;0;0;0;0;0;0;6;0;0,1;0,1;1,3;1,4;42;114;80;0;0;0;0;0;0;0,07;0,07;0;0,07
tabela_Fluminense.xlsx;Lima;br BRA;MF;FW;27;;20;1847;20,5;4;1;5;4;0;0;8;1;2,8;2,8;0,8;3,6;31;63;73;0,19;0,05;0,24;0,19;0,24;0,14;0,04;0,17;0,14;0,17
tabela_Fluminense.xlsx;Germán Cano;ar ARG;FW;;35;;20;1611;17,9;4;0;4;4;0;0;6;0;5,7;5,7;1,6;7,3;4;20;41;0,22;0;0,22;0,22;0,22;0,31;0,09;0,4;0,31;0,4
tabela_Fluminense.xlsx;Kauã Elias;br BRA;FW;;17;;16;1465;16,3;6;2;8;6;0;0;4;0;5;5;2,7;7,8;28;33;109;0,37;0,12;0,49;0,37;0,49;0,31;0,17;0,48;0,31;0,48
tabela_Fluminense.xlsx;Keno;br BRA;FW;MF;34;;15;1397;15,5;1;1;2;1;0;0;4;0;2,7;2,7;1,1;3,8;62;41;164;0,06;0,06;0,13;0,06;0,13;0,18;0,07;0,25;0,18;0,25
tabela_Fluminense.xlsx;Thiago Silva;br BRA;DF;;39;;15;1350;15;0;0;0;0;0;0;2;0;0,5;0,4;0,7;1,1;3;37;0;0;0;0;0;0;0,03;0,05;0,08;0,03;0,07
tabela_Fluminense.xlsx;Marquinhos;br BRA;FW;DF;20;;15;1270;14,1;0;1;1;0;0;0;2;0;0,9;0,9;2,3;3,2;57;36;118;0;0,07;0,07;0;0,07;0,06;0,16;0,23;0,06;0,23
tabela_Fluminense.xlsx;Marcelo;br BRA;DF;;35;;13;1044;11,6;1;1;2;0;1;1;3;0;1,3;0,5;1,8;2,2;18;82;28;0,09;0,09;0,17;0;0,09;0,11;0,15;0,26;0,04;0,19
tabela_Fluminense.xlsx;André;br BRA;MF;;22;;12;1072;11,9;0;1;1;0;0;0;5;0;0,1;0,1;0,1;0,2;9;64;7;0;0,08;0,08;0;0,08;0,01;0,01;0,02;0,01;0,02
tabela_Fluminense.xlsx;Manoel;br BRA;DF;;33;;12;1047;11,6;0;0;0;0;0;0;2;0;0,1;0,1;0,1;0,2;0;17;0;0;0;0;0;0;0,01;0,01;0,02;0,01;0,02
tabela_Fluminense.xlsx;Antonio Carlos;br BRA;DF;;30;;11;1080;12;0;0;0;0;0;0;1;0;0,2;0,2;0,2;0,5;8;40;2;0;0;0;0;0;0,02;0,02;0,04;0,02;0,04
tabela_Fluminense.xlsx;Facundo Bernal;uy URU;MF;;20;;11;943;10,5;0;0;0;0;0;0;6;0;0,4;0,4;0,1;0,5;3;51;9;0;0;0;0;0;0,04;0,01;0,05;0,04;0,05
tabela_Fluminense.xlsx;Kevin Serna;co COL;FW;;26;;9;872;9,7;3;2;5;3;0;0;1;0;2,6;2,6;1,2;3,8;40;12;90;0,31;0,21;0,52;0,31;0,52;0,27;0,13;0,4;0,27;0,4
tabela_Fluminense.xlsx;Alexsander;br BRA;MF;;20;;7;791;8,8;0;1;1;0;0;0;4;0;0,4;0,4;0,9;1,3;15;36;24;0;0,11;0,11;0;0,11;0,04;0,1;0,15;0,04;0,15
tabela_Fluminense.xlsx;Felipe Melo;br BRA;DF;;40;;7;416;4,6;0;0;0;0;0;0;3;1;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0
tabela_Fluminense.xlsx;John Kennedy;br BRA;FW;MF;21;;5;674;7,5;0;0;0;0;0;0;1;0;1,3;1,3;0,1;1,4;12;10;71;0;0;0;0;0;0,18;0,02;0,19;0,18;0,19
tabela_Fluminense.xlsx;Marlon;br BRA;DF;;28;;4;352;3,9;0;0;0;0;0;0;1;0;0;0;0;0,1;2;7;0;0;0;0;0;0;0,01;0,01;0,02;0,01;0,02
tabela_Fluminense.xlsx;Guga;br BRA;DF;FW;25;;4;324;3,6;0;1;1;0;0;0;3;1;0;0;0,1;0,2;8;12;4;0;0,28;0,28;0;0,28;0,01;0,04;0,05;0,01;0,05
tabela_Fluminense.xlsx;Gabriel;br BRA;MF;;30;;3;237;2,6;0;0;0;0;0;0;1;0;0,1;0,1;0,1;0,2;6;17;5;0;0;0;0;0;0,04;0,02;0,07;0,04;0,07
tabela_Fluminense.xlsx;Renato Augusto;br BRA;MF;FW;35;;2;442;4,9;1;1;2;1;0;0;0;0;0,7;0,7;0,8;1,5;8;21;17;0,2;0,2;0,41;0,2;0,41;0,14;0,16;0,3;0,14;0,3
tabela_Fluminense.xlsx;Nonato;br BRA;MF;;25;;2;298;3,3;0;1;1;0;0;0;1;0;0,3;0,3;0,1;0,4;2;14;9;0;0,3;0,3;0;0,3;0,08;0,02;0,11;0,08;0,11
tabela_Fluminense.xlsx;Douglas Costa;br BRA;FW;;33;;2;292;3,2;0;0;0;0;0;0;1;0;0,1;0,1;0,4;0,5;12;19;30;0;0;0;0;0;0,03;0,12;0,15;0,03;0,15
tabela_Fluminense.xlsx;David Terans;uy URU;MF;FW;29;;2;217;2,4;0;0;0;0;0;0;1;0;0,2;0,2;0;0,2;5;1;10;0;0;0;0;0;0,09;0,01;0,1;0,09;0,1
tabela_Fluminense.xlsx;Gabriel Fuentes;co COL;DF;;26;;2;215;2,4;0;0;0;0;0;0;1;0;0;0;0;0,1;8;15;9;0;0;0;0;0;0,01;0,02;0,03;0,01;0,03
tabela_Fluminense.xlsx;Ignácio;br BRA;DF;;27;;2;189;2,1;0;0;0;0;0;0;0;0;0;0;0,1;0,1;3;6;0;0;0;0;0;0;0,02;0,03;0,05;0,02;0,05
tabela_Fluminense.xlsx;Victor Hugo;br BRA;MF;FW;19;;2;106;1,2;0;0;0;0;0;0;1;0;0;0;0;0;1;6;1;0;0;0;0;0;0,01;0;0,01;0,01;0,01
tabela_Fluminense.xlsx;Isaac;br BRA;FW;MF;19;;1;170;1,9;0;0;0;0;0;0;0;0;0,2;0,2;0;0,2;10;4;16;0;0;0;0;0;0,1;0;0,1;0,1;0,1
tabela_Fluminense.xlsx;Esquerdinha;br BRA;DF;FW;17;;1;128;1,4;0;0;0;0;0;0;0;0;0,1;0,1;0,4;0,5;8;6;5;0;0;0;0;0;0,08;0,26;0,34;0,08;0,34
tabela_Fluminense.xlsx;Vitor Eudes;br BRA;GK;;25;;1;90;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tabela_Fluminense.xlsx;Felipe Vieira;;DF;MF;;;0;161;1,8;0;0;0;0;0;0;0;0;0;0;0;0;3;1;1;0;0;0;0;0;0,02;0;0,02;0,02;0,02
tabela_Fluminense.xlsx;Jan Lucumí González;co COL;FW;MF;19;;0;92;1;0;0;0;0;0;0;2;1;0,1;0,1;0,3;0,5;3;1;10;0;0;0;0;0;0,15;0,34;0,48;0,15;0,48
tabela_Fluminense.xlsx;Lucas Calegari;br BRA;DF;;21;;0;80;0,9;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0
tabela_Fluminense.xlsx;Isaque;br BRA;FW;;16;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tabela_Fluminense.xlsx;Felipe Alves Raymundo;br BRA;GK;;35;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Fluminense.xlsx;Arthur;br BRA;MF;;19;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Fluminense.xlsx;Matheus dos Reis;br BRA;FW;;16;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Fluminense.xlsx;Gustavo;br BRA;GK;;21;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Fluminense.xlsx;Justen;br BRA;DF;;20;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Fluminense.xlsx;Rafael Monteiro;br BRA;DF;;19;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Fluminense.xlsx;João Neto;br BRA;FW;;20;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Fluminense.xlsx;Riquelme;br BRA;MF;;16;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
