Nome da Origem;Player;Nacionality;Position.1;Position.2;Age;Playing Time MP;Playing Time Starts;Playing Time Min;Playing Time 90s;Performance Gls;Performance Ast;Performance G+A;Performance G-PK;Performance PK;Performance PKatt;Performance CrdY;Performance CrdR;Expected xG;Expected npxG;Expected xAG;Expected npxG+xAG;Progression PrgC;Progression PrgP;Progression PrgR;Per 90 Minutes Gls;Per 90 Minutes Ast;Per 90 Minutes G+A;Per 90 Minutes G-PK;Per 90 Minutes G+A-PK;Per 90 Minutes xG;Per 90 Minutes xAG;Per 90 Minutes xG+xAG;Per 90 Minutes npxG;Per 90 Minutes npxG+xAG
tabela_Internacional.xlsx;Kauan;br BRA;GK;;20;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Internacional.xlsx;Yago;br BRA;FW;;16;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Internacional.xlsx;Squad Total;;;;27,5;38;418;3420;38;52;33;85;48;4;8;99;1;58,4;52;40,1;92,1;647;1568;1555;1,37;0,87;2,24;1,26;2,13;1,54;1,05;2,59;1,37;2,42
tabela_Internacional.xlsx;Opponent Total;;;;27,6;38;418;3420;38;36;22;58;32;4;5;104;5;33,5;29,6;22,3;51,9;460;1189;1173;0,95;0,58;1,53;0,84;1,42;0,88;0,59;1,47;0,78;1,37
tabela_Juventude.xlsx;Gabriel;br BRA;GK;;31;34;34;3014;33,5;0;0;0;0;0;0;5;1;0;0;0,1;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0
tabela_Juventude.xlsx;Jadson;br BRA;MF;;30;33;33;2843;31,6;1;5;6;1;0;0;15;1;1,7;1,7;3,7;5,4;21;182;82;0,03;0,16;0,19;0,03;0,19;0,05;0,12;0,17;0,05;0,17
tabela_Juventude.xlsx;Danilo Boza;br BRA;DF;;25;32;32;2829;31,4;3;1;4;3;0;0;2;0;2,9;2,9;0,3;3,2;20;88;10;0,1;0,03;0,13;0,1;0,13;0,09;0,01;0,1;0,09;0,1
tabela_Juventude.xlsx;Lucas Barbosa;br BRA;FW;;22;33;32;2443;27,1;7;2;9;7;0;0;12;1;6,4;6,4;3,4;9,8;61;103;165;0,26;0,07;0,33;0,26;0,33;0,23;0,12;0,36;0,23;0,36
tabela_Juventude.xlsx;João Lucas;br BRA;DF;;25;30;30;2569;28,5;1;6;7;1;0;0;8;1;1;1;4,4;5,4;72;107;140;0,04;0,21;0,25;0,04;0,25;0,04;0,15;0,19;0,04;0,19
tabela_Juventude.xlsx;Erick;br BRA;FW;;27;35;26;2112;23,5;5;3;8;5;0;0;1;0;5;5;2,6;7,6;31;35;121;0,21;0,13;0,34;0,21;0,34;0,21;0,11;0,32;0,21;0,32
tabela_Juventude.xlsx;Alan Ruschel;br BRA;DF;;34;28;25;2243;24,9;1;1;2;1;0;0;7;2;0,7;0,7;1,7;2,4;44;119;86;0,04;0,04;0,08;0,04;0,08;0,03;0,07;0,1;0,03;0,1
tabela_Juventude.xlsx;Zé Marcos;br BRA;DF;;25;25;22;1951;21,7;0;0;0;0;0;0;12;2;0,8;0,8;0,1;0,9;5;40;1;0;0;0;0;0;0,04;0,01;0,04;0,04;0,04
tabela_Juventude.xlsx;Nenê;br BRA;MF;FW;42;28;19;1506;16,7;3;4;7;3;0;0;5;1;1,7;1,7;4,3;5,9;23;73;92;0,18;0,24;0,42;0,18;0,42;0,1;0,26;0,35;0,1;0,35
tabela_Juventude.xlsx;Caíque de Jesus Gonçalves;br BRA;MF;;28;17;17;1422;15,8;0;0;0;0;0;0;5;0;0,1;0,1;0,3;0,3;13;59;7;0;0;0;0;0;0;0,02;0,02;0;0,02
tabela_Juventude.xlsx;Lucas Freitas;br BRA;DF;;23;16;15;1256;14;0;0;0;0;0;0;3;1;0,2;0,2;0,1;0,4;8;43;1;0;0;0;0;0;0,02;0,01;0,03;0,02;0,03
tabela_Juventude.xlsx;Gilberto;br BRA;FW;;34;24;15;1110;12,3;3;1;4;3;0;0;4;0;3,7;3,7;1,5;5,2;16;14;52;0,24;0,08;0,32;0,24;0,32;0,3;0,12;0,42;0,3;0,42
tabela_Juventude.xlsx;Ronaldo;br BRA;MF;;27;13;13;1135;12,6;2;2;4;2;0;0;1;0;1;1;1,2;2,2;11;47;7;0,16;0,16;0,32;0,16;0,32;0,08;0,1;0,18;0,08;0,18
tabela_Juventude.xlsx;Jean Carlos Vicente;br BRA;MF;FW;31;22;13;1031;11,5;4;2;6;4;0;0;3;0;1,7;1,7;2,7;4,4;26;52;38;0,35;0,17;0,52;0,35;0,52;0,15;0,23;0,38;0,15;0,38
tabela_Juventude.xlsx;Ewerton;br BRA;DF;FW;23;24;12;1189;13,2;1;2;3;1;0;0;1;0;1;1;1,5;2,4;10;35;51;0,08;0,15;0,23;0,08;0,23;0,07;0,11;0,18;0,07;0,18
tabela_Juventude.xlsx;Luis Mandaca;br BRA;MF;;22;30;10;1101;12,2;4;2;6;4;0;0;5;0;4,9;4,9;1,6;6,5;24;41;59;0,33;0,16;0,49;0,33;0,49;0,4;0,13;0,53;0,4;0,53
tabela_Juventude.xlsx;Marcelinho;br BRA;FW;MF;21;25;9;1002;11,1;2;3;5;2;0;0;2;1;2,3;2,3;0,5;2,8;19;29;66;0,18;0,27;0,45;0,18;0,45;0,2;0,04;0,24;0,2;0,24
tabela_Juventude.xlsx;Edson Carioca;br BRA;FW;;26;16;9;740;8,2;3;2;5;3;0;0;2;0;1,8;1,8;0,3;2,1;19;23;59;0,36;0,24;0,61;0,36;0,61;0,24;0,05;0,28;0,24;0,28
tabela_Juventude.xlsx;Ronie Carrillo;ec ECU;FW;;27;14;9;678;7,5;1;0;1;1;0;0;0;0;1;1;0,3;1,3;6;10;29;0,13;0;0,13;0,13;0,13;0,13;0,03;0,17;0,13;0,17
tabela_Juventude.xlsx;Gabriel Taliari;br BRA;FW;;26;21;8;914;10,2;2;2;4;2;0;1;1;0;3,3;2,5;1,6;4,2;9;12;48;0,2;0,2;0,39;0,2;0,39;0,33;0,16;0,49;0,25;0,41
tabela_Juventude.xlsx;Rodrigo Sam;br BRA;DF;;28;13;8;803;8,9;1;0;1;1;0;0;4;1;0,4;0,4;0,1;0,5;2;22;1;0,11;0;0,11;0,11;0,11;0,05;0,01;0,06;0,05;0,06
tabela_Juventude.xlsx;Gabriel Inocêncio;br BRA;DF;;29;17;7;883;9,8;0;1;1;0;0;0;2;0;0,1;0,1;0,7;0,8;22;25;32;0;0,1;0,1;0;0,1;0,01;0,07;0,08;0,01;0,08
tabela_Juventude.xlsx;Luis Oyama;br BRA;MF;;27;17;6;684;7,6;2;1;3;2;0;0;2;0;0,6;0,6;0,7;1,2;8;28;15;0,26;0,13;0,39;0,26;0,39;0,07;0,09;0,16;0,07;0,16
tabela_Juventude.xlsx;Mateus Claus;br BRA;GK;;29;5;4;406;4,5;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tabela_Juventude.xlsx;Thiaguinho;br BRA;MF;;26;7;3;308;3,4;0;0;0;0;0;0;1;0;0;0;0;0,1;2;8;1;0;0;0;0;0;0,01;0,01;0,02;0,01;0,02
tabela_Juventude.xlsx;Dudu Vieira;br BRA;MF;;29;5;3;268;3;0;0;0;0;0;0;1;0;0;0;0;0;1;8;1;0;0;0;0;0;0;0;0;0;0
tabela_Juventude.xlsx;Yan Souto;br BRA;DF;MF;22;4;2;237;2,6;1;0;1;1;0;0;0;0;0;0;0,1;0,1;0;6;1;0,38;0;0,38;0,38;0,38;0,01;0,03;0,05;0,01;0,05
tabela_Juventude.xlsx;Abner;br BRA;DF;;19;3;1;108;1,2;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
tabela_Juventude.xlsx;Davi Goes;br BRA;MF;;18;3;1;66;0,7;0;0;0;0;0;0;2;0;0;0;0;0;0;3;0;0;0;0;0;0;0,06;0;0,06;0,06;0,06
tabela_Juventude.xlsx;Diego Gonçalves;br BRA;FW;MF;29;10;0;192;2,1;1;0;1;1;0;0;0;0;0,3;0,3;0;0,3;2;4;17;0,47;0;0,47;0,47;0,47;0,13;0,01;0,14;0,13;0,14
tabela_Juventude.xlsx;Rildo;br BRA;FW;MF;24;6;0;119;1,3;0;0;0;0;0;0;0;0;0,3;0,3;0,1;0,3;5;3;10;0;0;0;0;0;0,2;0,06;0,26;0,2;0,26
tabela_Juventude.xlsx;Ruan;br BRA;FW;MF;18;6;0;99;1,1;0;0;0;0;0;0;0;0;0,2;0,2;0;0,2;1;5;11;0;0;0;0;0;0,21;0;0,21;0,21;0,21
tabela_Juventude.xlsx;David;br BRA;MF;FW;24;2;0;61;0,7;0;0;0;0;0;0;0;0;0;0;0;0;2;2;6;0;0;0;0;0;0;0;0;0;0
tabela_Juventude.xlsx;Werik Popó;br BRA;FW;;22;5;0;42;0,5;0;0;0;0;0;0;2;1;0;0;0,2;0,2;2;0;7;0;0;0;0;0;0,11;0,42;0,53;0,11;0,53
tabela_Juventude.xlsx;Kleiton;br BRA;FW;;24;1;0;29;0,3;0;0;0;0;0;0;0;0;0,5;0,5;0;0,5;2;1;0;0;0;0;0;0;1,57;0;1,57;1,57;1,57
tabela_Juventude.xlsx;Peixoto;br BRA;MF;;26;2;0;20;0,2;0;0;0;0;0;0;1;0;0,1;0,1;0;0,1;1;1;0;0;0;0;0;0;0,52;0;0,52;0,52;0,52
tabela_Juventude.xlsx;Guilherme Carvalho;br BRA;MF;;24;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Juventude.xlsx;Renan dos Santos;br BRA;GK;;34;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Juventude.xlsx;Kelvi;br BRA;MF;;21;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Juventude.xlsx;Mário;br BRA;GK;;18;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Juventude.xlsx;Rafael Pinna;br BRA;FW;;16;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Juventude.xlsx;Cauã da Rocha;br BRA;DF;;19;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Juventude.xlsx;Romércio;br BRA;DF;;26;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Juventude.xlsx;Mateus Schaffer;br BRA;;;16;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Juventude.xlsx;João Trevisol;br BRA;MF;;18;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Juventude.xlsx;João Vitor;br BRA;DF;;21;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Juventude.xlsx;Lucas Wingert;br BRA;GK;;24;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Juventude.xlsx;Squad Total;;;;28,1;38;418;3420;38;48;40;88;48;0;1;113;13;42,9;42,1;33,6;75,7;488;1230;1216;1,26;1,05;2,32;1,26;2,32;1,13;0,88;2,01;1,11;1,99
tabela_Juventude.xlsx;Opponent Total;;;;27,7;38;418;3420;38;58;37;95;49;9;11;101;5;59;50,3;41;91,3;560;1532;1510;1,53;0,97;2,5;1,29;2,26;1,55;1,08;2,63;1,32;2,4
tabela_Palmeiras.xlsx;Wéverton;br BRA;GK;;36;;37;3330;37;0;1;1;0;0;0;2;0;0;0;0,3;0,3;0;0;0;0;0,03;0,03;0;0,03;0;0,01;0,01;0;0,01
tabela_Palmeiras.xlsx;Aníbal Moreno;ar ARG;MF;;24;;31;2517;28;1;1;2;1;0;0;7;0;0,9;0,9;1,1;2;25;167;27;0,04;0,04;0,07;0,04;0,07;0,03;0,04;0,07;0,03;0,07
tabela_Palmeiras.xlsx;Raphael Veiga;br BRA;MF;;28;;30;2478;27,5;11;3;14;8;3;4;3;1;10,8;7,6;7,1;14,7;57;168;124;0,4;0,11;0,51;0,29;0,4;0,39;0,26;0,65;0,28;0,53
tabela_Palmeiras.xlsx;Gustavo Gómez;py PAR;DF;;30;;26;2367;26,3;1;2;3;0;1;1;9;0;3,8;3;1,8;4,8;8;82;6;0,04;0,08;0,11;0;0,08;0,14;0,07;0,21;0,12;0,18
tabela_Palmeiras.xlsx;Estêvão Willian;br BRA;FW;;17;;26;2097;23,3;13;9;22;10;3;3;4;0;10,5;8,2;7,1;15,3;145;92;291;0,56;0,39;0,94;0,43;0,82;0,45;0,31;0,76;0,35;0,66
tabela_Palmeiras.xlsx;Murilo Cerqueira;br BRA;DF;;26;;25;2175;24,2;1;0;1;1;0;0;7;1;1,5;1,5;0,4;1,9;25;127;2;0,04;0;0,04;0,04;0,04;0,06;0,01;0,08;0,06;0,08
tabela_Palmeiras.xlsx;José López;ar ARG;FW;;23;;24;2140;23,8;10;2;12;10;0;0;8;0;9,4;9,4;3;12,3;32;41;111;0,42;0,08;0,5;0,42;0,5;0,39;0,13;0,52;0,39;0,52
tabela_Palmeiras.xlsx;Marcos Rocha;br BRA;DF;;35;;20;1936;21,5;0;2;2;0;0;0;5;1;0,3;0,3;3,7;3,9;35;150;74;0;0,09;0,09;0;0,09;0,01;0,17;0,18;0,01;0,18
tabela_Palmeiras.xlsx;Richard Ríos;co COL;MF;;23;;20;1742;19,4;3;4;7;3;0;0;6;0;1,2;1,2;1,4;2,6;27;103;51;0,15;0,21;0,36;0,15;0,36;0,06;0,07;0,14;0,06;0,14
tabela_Palmeiras.xlsx;Rony;br BRA;FW;;28;;17;1721;19,1;4;2;6;4;0;0;4;0;8,3;8,3;2,7;11;22;20;125;0,21;0,1;0,31;0,21;0,31;0,43;0,14;0,57;0,43;0,57
tabela_Palmeiras.xlsx;Vitor Reis;br BRA;DF;;18;;16;1458;16,2;1;0;1;1;0;0;3;0;0,5;0,5;0,1;0,6;3;46;1;0,06;0;0,06;0,06;0,06;0,03;0,01;0,04;0,03;0,04
tabela_Palmeiras.xlsx;Felipe Anderson;br BRA;FW;;30;;16;1310;14,6;2;2;4;2;0;0;0;0;2,8;2,8;4,3;7;46;57;122;0,14;0,14;0,27;0,14;0,27;0,19;0,29;0,48;0,19;0,48
tabela_Palmeiras.xlsx;Joaquín Piquerez;uy URU;DF;;25;;15;1314;14,6;2;0;2;1;1;1;2;0;2;1,2;2;3,2;29;87;73;0,14;0;0,14;0,07;0,07;0,14;0,14;0,27;0,08;0,22
tabela_Palmeiras.xlsx;Caio Paulista;br BRA;DF;;25;;15;1201;13,3;0;0;0;0;0;0;1;1;0,5;0,5;0,9;1,4;39;74;80;0;0;0;0;0;0,03;0,07;0,1;0,03;0,1
tabela_Palmeiras.xlsx;Mauricio;br BRA;MF;;22;;12;1132;12,6;3;0;3;3;0;0;1;0;3,5;3,5;1,1;4,6;13;47;97;0,24;0;0,24;0,24;0,24;0,28;0,09;0,37;0,28;0,37
tabela_Palmeiras.xlsx;Gabriel Menino;br BRA;MF;FW;23;;11;1067;11,9;1;0;1;1;0;0;7;1;2,1;2,1;1,4;3,4;25;73;70;0,08;0;0,08;0,08;0,08;0,18;0,11;0,29;0,18;0,29
tabela_Palmeiras.xlsx;Mayke;br BRA;DF;;31;;11;1035;11,5;1;0;1;1;0;0;7;0;1,2;1,2;1;2,2;20;73;65;0,09;0;0,09;0,09;0,09;0,1;0,09;0,19;0,1;0,19
tabela_Palmeiras.xlsx;Zé Rafael;br BRA;MF;;30;;11;951;10,6;0;2;2;0;0;0;7;0;0,6;0,6;1,8;2,4;10;49;20;0;0,19;0,19;0;0,19;0,05;0,17;0,22;0,05;0,22
tabela_Palmeiras.xlsx;Vanderlan;br BRA;DF;;21;;9;1051;11,7;0;3;3;0;0;0;0;0;0,4;0,4;2,6;3;19;32;73;0;0,26;0,26;0;0,26;0,03;0,22;0,26;0,03;0,26
tabela_Palmeiras.xlsx;Kaiky Naves;br BRA;DF;;21;;9;733;8,1;0;0;0;0;0;0;1;0;0,1;0,1;0,3;0,4;2;41;2;0;0;0;0;0;0,01;0,03;0,05;0,01;0,05
tabela_Palmeiras.xlsx;Lázaro;br BRA;FW;MF;21;;8;773;8,6;2;0;2;2;0;0;0;0;2,7;2,7;0,5;3,3;28;41;72;0,23;0;0,23;0,23;0,23;0,32;0,06;0,38;0,32;0,38
tabela_Palmeiras.xlsx;Agustín Giay;ar ARG;DF;;20;;8;642;7,1;0;0;0;0;0;0;1;0;0,6;0,6;0,2;0,8;16;37;22;0;0;0;0;0;0,08;0,03;0,12;0,08;0,12
tabela_Palmeiras.xlsx;Endrick;br BRA;MF;FW;17;;6;453;5;0;0;0;0;0;0;3;0;1,1;1,1;0,7;1,8;10;15;28;0;0;0;0;0;0,21;0,14;0,35;0,21;0,35
tabela_Palmeiras.xlsx;Dudu;br BRA;FW;MF;32;;4;548;6,1;0;0;0;0;0;0;0;0;1,2;1,2;0,6;1,8;35;26;76;0;0;0;0;0;0,2;0,09;0,29;0,2;0,29
tabela_Palmeiras.xlsx;Fabinho;br BRA;MF;;21;;4;513;5,7;1;0;1;1;0;0;2;0;0,3;0,3;0,3;0,5;5;36;13;0,18;0;0,18;0,18;0,18;0,05;0,04;0,09;0,05;0,09
tabela_Palmeiras.xlsx;Luan Garcia;br BRA;DF;;30;;3;237;2,6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
tabela_Palmeiras.xlsx;Luis Guilherme;br BRA;FW;DF;17;;1;183;2;0;1;1;0;0;0;0;0;0,4;0,4;1;1,3;12;8;19;0;0,49;0,49;0;0,49;0,18;0,47;0,65;0,18;0,65
tabela_Palmeiras.xlsx;Romulo;br BRA;FW;MF;22;;1;178;2;0;0;0;0;0;0;0;0;0,1;0,1;0,4;0,4;5;5;28;0;0;0;0;0;0,03;0,19;0,22;0,03;0,22
tabela_Palmeiras.xlsx;Jhonatan Jowjow;br BRA;MF;;21;;1;142;1,6;0;1;1;0;0;0;0;0;0,5;0,5;0,1;0,7;4;9;12;0;0,63;0,63;0;0,63;0,34;0,07;0,41;0,34;0,41
tabela_Palmeiras.xlsx;Marcelo Lomba;br BRA;GK;;37;;1;90;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tabela_Palmeiras.xlsx;Luighi;br BRA;MF;FW;17;;0;21;0,2;1;0;1;1;0;0;0;0;1,2;1,2;0;1,2;1;0;4;4,29;0;4,29;4,29;4,29;5,15;0;5,15;5,15;5,15
tabela_Palmeiras.xlsx;García;br BRA;MF;FW;22;;0;10;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tabela_Palmeiras.xlsx;Deivid Andrade;br BRA;GK;;18;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Palmeiras.xlsx;Luis Benedetti;br BRA;DF;;17;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Palmeiras.xlsx;Breno;br BRA;FW;MF;28;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Palmeiras.xlsx;Figueiredo;br BRA;MF;;17;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Palmeiras.xlsx;Mateus;br BRA;GK;;21;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Palmeiras.xlsx;Michel;br BRA;DF;;20;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Palmeiras.xlsx;Patrick Silva;br BRA;MF;;19;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
tabela_Palmeiras.xlsx;Squad Total;;;;26,6;;418;3420;38;58;35;93;50;8;9;90;5;67;60,4;47,4;107,8;698;1707;1688;1,53;0,92;2,45;1,32;2,24;1,76;1,25;3,01;1,59;2,84
tabela_Palmeiras.xlsx;Opponent Total;;;;27,7;;418;3420;38;32;25;57;31;1;2;113;6;36,4;34,8;28;62,9;525;1199;1184;0,84;0,66;1,5;0,82;1,47;0,96;0,74;1,7;0,92;1,65
tabela_Red_Bull_Bragantino.xlsx;Cleiton Schwengber;br BRA;GK;;26;31;31;2699;30;0;0;0;0;0;0;4;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
tabela_Red_Bull_Bragantino.xlsx;Lucas Evangelista;br BRA;MF;;28;32;30;2540;28,2;2;3;5;2;0;0;4;0;2,6;2,6;2;4,6;26;131;69;0,07;0,11;0,18;0,07;0,18;0,09;0,07;0,16;0,09;0,16
tabela_Red_Bull_Bragantino.xlsx;Pedro Henrique;br BRA;DF;;28;28;27;2372;26,4;1;0;1;1;0;0;4;0;0,6;0,6;0,1;0,7;8;83;1;0,04;0;0,04;0,04;0,04;0,02;0;0,03;0,02;0,03
tabela_Red_Bull_Bragantino.xlsx;Eduardo Sasha;br BRA;FW;;31;28;26;2079;23,1;8;4;12;7;1;1;7;1;5,4;4,6;2,6;7,2;25;58;111;0,35;0,17;0,52;0,3;0,48;0,23;0,11;0,35;0,2;0,31
tabela_Red_Bull_Bragantino.xlsx;Juninho Capixaba;br BRA;DF;MF;26;24;23;1872;20,8;2;0;2;2;0;0;4;0;1,5;1,5;0,7;2,2;35;90;73;0,1;0;0,1;0,1;0,1;0,07;0,04;0,11;0,07;0,11
tabela_Red_Bull_Bragantino.xlsx;Luan Cândido;br BRA;DF;;22;26;22;1953;21,7;1;0;1;0;1;1;5;0;1,5;0,8;0,1;0,9;7;50;16;0,05;0;0,05;0;0;0,07;0,01;0,08;0,03;0,04
tabela_Red_Bull_Bragantino.xlsx;Vitinho;br BRA;FW;MF;24;33;21;1915;21,3;3;3;6;3;0;0;7;0;3,8;3,8;2,7;6,4;72;51;168;0,14;0,14;0,28;0,14;0,28;0,18;0,12;0,3;0,18;0,3
tabela_Red_Bull_Bragantino.xlsx;Jadsom;br BRA;MF;DF;22;30;21;1663;18,5;0;1;1;0;0;0;10;1;0,2;0,2;0,6;0,8;11;89;16;0;0,05;0,05;0;0,05;0,01;0,03;0,04;0,01;0,04
tabela_Red_Bull_Bragantino.xlsx;Lincoln;br BRA;MF;FW;25;28;19;1552;17,2;3;2;5;2;1;1;4;0;2,5;1,7;3;4,7;29;96;88;0,17;0,12;0,29;0,12;0,23;0,14;0,18;0,32;0,1;0,27
tabela_Red_Bull_Bragantino.xlsx;Henry Mosquera;co COL;FW;MF;22;34;18;1934;21,5;1;2;3;1;0;0;4;0;4,3;4,3;2,1;6,4;97;38;154;0,05;0,09;0,14;0,05;0,14;0,2;0,1;0,3;0,2;0,3
tabela_Red_Bull_Bragantino.xlsx;Eduardo Santos;br BRA;DF;;26;22;18;1716;19,1;1;0;1;1;0;0;5;0;0,6;0,6;0,2;0,8;12;62;8;0,05;0;0,05;0,05;0,05;0,03;0,01;0,04;0,03;0,04
tabela_Red_Bull_Bragantino.xlsx;Jhonatan Jowjow;br BRA;MF;FW;21;18;16;1157;12,9;3;3;6;3;0;0;2;0;2,2;2,2;2,6;4,8;46;56;76;0,23;0,23;0,47;0,23;0,47;0,17;0,21;0,37;0,17;0,37
tabela_Red_Bull_Bragantino.xlsx;José Hurtado;ec ECU;DF;;22;17;15;1325;14,7;0;2;2;0;0;0;2;0;0,2;0,2;2,2;2,4;39;56;70;0;0,14;0,14;0;0,14;0,01;0,15;0,16;0,01;0,16
tabela_Red_Bull_Bragantino.xlsx;Raul;br BRA;MF;;27;28;14;1305;14,5;1;1;2;1;0;0;2;0;0,3;0,3;1,1;1,5;9;68;10;0,07;0,07;0,14;0,07;0,14;0,02;0,08;0,1;0,02;0,1
tabela_Red_Bull_Bragantino.xlsx;Helinho;br BRA;FW;MF;23;17;14;1102;12,2;7;2;9;7;0;0;4;0;3,4;3,4;2,1;5,5;35;43;74;0,57;0,16;0,74;0,57;0,74;0,27;0,17;0,45;0,27;0,45
tabela_Red_Bull_Bragantino.xlsx;Douglas Mendes;br BRA;DF;;19;20;13;1346;15;2;0;2;2;0;0;2;0;1,6;1,6;0,1;1,7;9;29;2;0,13;0;0,13;0,13;0,13;0,11;0;0,11;0,11;0,11
tabela_Red_Bull_Bragantino.xlsx;Matheus Fernandes;br BRA;MF;;25;16;12;846;9,4;1;1;2;1;0;0;5;0;0,6;0,6;0,6;1,2;7;38;14;0,11;0,11;0,21;0,11;0,21;0,07;0,06;0,13;0,07;0,13
tabela_Red_Bull_Bragantino.xlsx;Nathan Mendes;br BRA;DF;;21;16;11;1165;12,9;0;1;1;0;0;0;6;0;0,5;0,5;0,9;1,4;17;51;31;0;0,08;0,08;0;0,08;0,04;0,07;0,11;0,04;0,11
tabela_Red_Bull_Bragantino.xlsx;Eric Ramires;br BRA;MF;;23;22;11;1106;12,3;2;2;4;2;0;0;4;0;2;2;0,3;2,3;9;38;33;0,16;0,16;0,33;0,16;0,33;0,17;0,02;0,19;0,17;0,19
tabela_Red_Bull_Bragantino.xlsx;Gustavinho;br BRA;MF;FW;19;27;11;954;10,6;1;3;4;1;0;0;1;0;0,9;0,9;1,5;2,4;9;45;33;0,09;0,28;0,38;0,09;0,38;0,08;0,14;0,22;0,08;0,22
tabela_Red_Bull_Bragantino.xlsx;Thiago Borbas;uy URU;FW;;21;21;9;956;10,6;2;0;2;2;0;0;3;0;2;2;0,3;2,4;2;12;40;0,19;0;0,19;0,19;0,19;0,19;0,03;0,23;0,19;0,23
tabela_Red_Bull_Bragantino.xlsx;Lucas Cunha;br BRA;DF;;27;11;8;782;8,7;0;0;0;0;0;0;2;1;0,1;0,1;0,1;0,1;0;22;0;0;0;0;0;0;0,01;0,01;0,02;0,01;0,02
tabela_Red_Bull_Bragantino.xlsx;Vinicius Mendonça;br BRA;FW;;19;19;7;718;8;2;0;2;2;0;0;3;0;1,7;1,7;0,9;2,6;32;22;68;0,25;0;0,25;0,25;0,25;0,21;0,11;0,32;0,21;0,32
tabela_Red_Bull_Bragantino.xlsx;Guilherme;br BRA;DF;;21;14;7;670;7,4;0;1;1;0;0;0;1;0;0,1;0,1;0,2;0,3;8;18;18;0;0,13;0,13;0;0,13;0,01;0,03;0,04;0,01;0,04
tabela_Red_Bull_Bragantino.xlsx;Lucão;br BRA;GK;;22;8;6;631;7;0;0;0;0;0;0;1;0;0;0;0,4;0,4;0;0;0;0;0;0;0;0;0;0,06;0,06;0;0,06
tabela_Red_Bull_Bragantino.xlsx;Ignacio Laquintana;uy URU;FW;MF;24;9;3;275;3,1;1;0;1;1;0;0;1;0;0,6;0,6;0,1;0,7;11;7;24;0,33;0;0,33;0,33;0,33;0,19;0,02;0,22;0,19;0,22
tabela_Red_Bull_Bragantino.xlsx;Ivan Cavaleiro;pt POR;FW;MF;30;5;1;189;2,1;0;0;0;0;0;0;1;0;0,3;0,3;0,2;0,4;2;7;21;0;0;0;0;0;0,12;0,08;0,2;0,12;0,2
tabela_Red_Bull_Bragantino.xlsx;Talisson;br BRA;FW;;21;4;1;114;1,3;0;0;0;0;0;0;0;0;0,1;0,1;0;0,1;5;1;10;0;0;0;0;0;0,1;0;0,1;0,1;0,1
tabela_Red_Bull_Bragantino.xlsx;Fabrício;br BRA;GK;;23;1;1;90;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tabela_Red_Bull_Bragantino.xlsx;Leonardo Realpe;ec ECU;DF;;22;1;1;90;1;0;0;0;0;0;0;0;0;0,1;0,1;0;0,1;0;2;0;0;0;0;0;0;0,07;0;0,07;0,07;0,07
tabela_Red_Bull_Bragantino.xlsx;Bruninho;br BRA;FW;MF;20;2;1;79;0,9;0;1;1;0;0;0;0;0;0,2;0,2;0,1;0,2;0;4;7;0;1,14;1,14;0;1,14;0,18;0,08;0,26;0,18;0,26
